	NC_011498.1	NC_000915.1	NC_012973.1	NC_011333.1	NC_014256.1	Mean	Std	Median	MedianMean	Consensus	Count
385	90	237	93	91	243	151.0	81.46	93.0	91.0	91.0	5.0
386	90	237	93	92	243	151.0	81.28	93.0	92.0	92.0	5.0
387	91	237	93	92	243	151.0	81.09	93.0	92.0	92.0	5.0
388	91	237	94	92	243	151.0	80.92	94.0	92.0	92.0	5.0
389	91	236	94	92	243	151.0	80.65	94.0	92.0	92.0	5.0
390	91	236	94	93	242	151.0	80.19	94.0	93.0	93.0	5.0
391	91	-	94	93	242	130.0	74.68	93.0	93.0	93.0	4.0
392	91	236	94	93	242	151.0	80.19	94.0	93.0	93.0	5.0
393	92	236	95	93	242	152.0	79.82	95.0	93.0	93.0	5.0
394	92	236	95	93	242	152.0	79.82	95.0	93.0	93.0	5.0
395	92	236	95	93	242	152.0	79.82	95.0	93.0	93.0	5.0
396	92	235	95	94	241	151.0	79.09	95.0	94.0	94.0	5.0
397	92	235	95	94	241	151.0	79.09	95.0	94.0	94.0	5.0
398	92	235	95	94	241	151.0	79.09	95.0	94.0	94.0	5.0
399	93	235	96	-	241	166.0	82.9	96.0	94.0	94.0	4.0
400	93	235	96	94	241	152.0	78.73	96.0	94.0	94.0	5.0
401	93	234	96	-	240	166.0	82.32	96.0	94.0	94.0	4.0
402	93	234	96	95	-	130.0	69.68	95.0	95.0	95.0	4.0
403	94	234	97	95	240	152.0	77.63	97.0	95.0	95.0	5.0
404	94	234	97	95	240	152.0	77.63	97.0	95.0	95.0	5.0
405	94	-	97	95	239	131.0	71.84	95.0	95.0	95.0	4.0
406	94	233	97	96	239	152.0	76.9	97.0	96.0	96.0	5.0
407	95	233	98	-	239	166.0	80.59	98.0	96.0	96.0	4.0
408	95	233	98	96	239	152.0	76.54	98.0	96.0	96.0	5.0
409	95	233	98	96	239	152.0	76.54	98.0	96.0	96.0	5.0
410	95	232	98	96	238	152.0	75.99	98.0	96.0	96.0	5.0
411	95	232	98	97	238	152.0	75.81	98.0	97.0	97.0	5.0
412	96	232	99	97	238	152.0	75.44	99.0	97.0	97.0	5.0
413	96	231	99	97	238	152.0	75.18	99.0	97.0	97.0	5.0
414	96	104	100	98	237	127.0	61.56	100.0	100.0	100.0	5.0
415	97	104	100	98	237	127.0	61.44	100.0	100.0	100.0	5.0
416	97	228	-	236	113	168.0	73.69	113.0	113.0	113.0	4.0
417	98	-	-	-	113	106.0	10.61	98.0	98.0	98.0	2.0
418	98	-	-	236	-	167.0	97.58	98.0	98.0	98.0	2.0
419	98	-	-	-	104	101.0	4.24	98.0	101.0	101.0	2.0
420	98	-	-	235	104	146.0	77.42	104.0	101.0	101.0	3.0
421	99	-	-	-	103	101.0	2.83	99.0	101.0	101.0	2.0
422	99	-	-	233	101	144.0	76.79	101.0	100.0	100.0	3.0
423	101	229	-	232	101	166.0	74.78	101.0	101.0	101.0	4.0
424	101	230	-	232	101	166.0	75.06	101.0	101.0	101.0	4.0
425	101	230	-	232	101	166.0	75.06	101.0	101.0	101.0	4.0
426	102	-	-	232	100	145.0	75.64	102.0	101.0	101.0	3.0
427	102	230	-	231	-	188.0	74.19	230.0	230.0	230.0	3.0
428	102	204	198	231	136	174.0	53.27	198.0	201.0	201.0	5.0
429	102	231	-	231	-	188.0	74.48	231.0	231.0	231.0	3.0
430	103	-	-	231	-	167.0	90.51	103.0	103.0	103.0	2.0
431	103	-	-	231	100	145.0	74.78	103.0	102.0	102.0	3.0
432	103	-	-	231	100	145.0	74.78	103.0	102.0	102.0	3.0
433	103	-	-	230	100	144.0	74.2	103.0	102.0	102.0	3.0
434	103	-	-	-	100	102.0	2.12	100.0	102.0	102.0	2.0
435	103	-	-	230	100	144.0	74.2	103.0	102.0	102.0	3.0
436	103	-	-	230	100	144.0	74.2	103.0	102.0	102.0	3.0
437	103	-	-	230	100	144.0	74.2	103.0	102.0	102.0	3.0
438	104	-	-	230	-	167.0	89.1	104.0	104.0	104.0	2.0
439	104	98	-	229	-	144.0	73.96	104.0	101.0	101.0	3.0
440	105	100	-	228	98	133.0	63.57	100.0	101.0	101.0	4.0
441	105	100	-	228	98	133.0	63.57	100.0	101.0	101.0	4.0
442	106	-	-	-	97	102.0	6.36	97.0	102.0	102.0	2.0
443	106	100	-	-	-	103.0	4.24	100.0	103.0	103.0	2.0
444	106	105	101	99	236	129.0	59.66	105.0	103.0	103.0	5.0
445	107	105	101	99	236	130.0	59.56	105.0	103.0	103.0	5.0
446	107	105	102	100	235	130.0	58.87	105.0	104.0	104.0	5.0
447	107	106	102	100	235	130.0	58.77	106.0	104.0	104.0	5.0
448	107	106	102	100	235	130.0	58.77	106.0	104.0	104.0	5.0
449	107	106	102	100	235	130.0	58.77	106.0	104.0	104.0	5.0
450	108	106	102	101	234	130.0	58.1	106.0	104.0	104.0	5.0
451	108	107	103	101	234	131.0	57.87	107.0	105.0	105.0	5.0
452	108	-	-	-	234	171.0	89.1	108.0	108.0	108.0	2.0
453	108	107	103	101	234	131.0	57.87	107.0	105.0	105.0	5.0
454	109	107	103	101	234	131.0	57.78	107.0	105.0	105.0	5.0
455	109	107	103	101	234	131.0	57.78	107.0	105.0	105.0	5.0
456	109	107	104	102	233	131.0	57.08	107.0	106.0	106.0	5.0
457	109	108	104	102	-	106.0	3.3	104.0	106.0	106.0	4.0
458	110	108	105	102	233	132.0	56.77	108.0	106.0	106.0	5.0
459	110	108	105	103	232	132.0	56.19	108.0	106.0	106.0	5.0
460	110	110	106	104	231	132.0	55.29	110.0	108.0	108.0	5.0
461	111	110	106	104	231	132.0	55.19	110.0	108.0	108.0	5.0
462	111	110	106	104	230	132.0	54.75	110.0	108.0	108.0	5.0
463	111	-	107	254	230	176.0	77.43	111.0	109.0	109.0	4.0
464	112	254	-	-	-	183.0	100.41	112.0	112.0	112.0	2.0
465	112	112	194	106	140	133.0	36.68	112.0	110.0	110.0	5.0
466	113	112	194	106	140	133.0	36.54	113.0	110.0	110.0	5.0
467	113	112	194	106	140	133.0	36.54	113.0	110.0	110.0	5.0
468	113	112	193	106	140	133.0	36.12	113.0	110.0	110.0	5.0
469	113	112	193	106	141	133.0	36.17	113.0	110.0	110.0	5.0
470	113	113	193	107	141	133.0	35.84	113.0	111.0	111.0	5.0
471	113	113	193	107	141	133.0	35.84	113.0	111.0	111.0	5.0
472	114	113	193	107	141	134.0	35.7	114.0	111.0	111.0	5.0
473	114	113	192	107	141	133.0	35.29	114.0	111.0	111.0	5.0
474	114	113	-	-	142	123.0	16.46	114.0	114.0	114.0	3.0
475	114	114	192	108	142	134.0	35.01	114.0	112.0	112.0	5.0
476	115	114	191	108	142	134.0	34.46	115.0	112.0	112.0	5.0
477	115	-	191	108	143	139.0	37.67	115.0	112.0	112.0	4.0
478	115	-	191	109	143	140.0	37.39	115.0	112.0	112.0	4.0
479	116	115	191	109	143	135.0	34.05	116.0	113.0	113.0	5.0
480	116	115	190	109	143	135.0	33.63	116.0	113.0	113.0	5.0
481	116	115	190	109	143	135.0	33.63	116.0	113.0	113.0	5.0
482	116	116	190	110	144	135.0	33.36	116.0	114.0	114.0	5.0
483	117	116	190	110	144	135.0	33.22	117.0	114.0	114.0	5.0
484	117	-	-	-	-	117.0	0.0	117.0	117.0	117.0	1.0
485	117	116	190	110	154	137.0	34.16	117.0	114.0	114.0	5.0
486	117	116	189	110	151	137.0	33.43	117.0	114.0	114.0	5.0
487	117	117	189	-	152	144.0	34.38	117.0	117.0	117.0	4.0
488	118	117	188	111	152	137.0	32.65	118.0	115.0	115.0	5.0
489	118	117	188	111	152	137.0	32.65	118.0	115.0	115.0	5.0
490	118	117	188	111	152	137.0	32.65	118.0	115.0	115.0	5.0
491	118	117	187	111	153	137.0	32.38	118.0	115.0	115.0	5.0
492	118	118	187	111	153	137.0	32.22	118.0	116.0	116.0	5.0
493	119	118	187	112	151	137.0	31.64	119.0	116.0	116.0	5.0
494	119	118	-	112	151	125.0	17.61	118.0	116.0	116.0	4.0
495	119	-	-	112	151	127.0	20.79	119.0	116.0	116.0	3.0
496	119	118	-	112	151	125.0	17.61	118.0	116.0	116.0	4.0
497	119	119	-	112	151	125.0	17.48	119.0	117.0	117.0	4.0
498	120	119	-	113	150	126.0	16.62	119.0	117.0	117.0	4.0
499	120	119	-	113	150	126.0	16.62	119.0	117.0	117.0	4.0
500	120	119	-	113	150	126.0	16.62	119.0	117.0	117.0	4.0
501	120	120	-	-	148	129.0	16.17	120.0	120.0	120.0	3.0
502	122	121	-	115	148	126.0	14.66	121.0	119.0	119.0	4.0
503	122	121	-	115	148	126.0	14.66	121.0	119.0	119.0	4.0
504	122	122	-	115	148	127.0	14.55	122.0	120.0	120.0	4.0
505	123	122	-	116	147	127.0	13.69	122.0	120.0	120.0	4.0
506	123	122	-	116	147	127.0	13.69	122.0	120.0	120.0	4.0
507	123	122	-	116	147	127.0	13.69	122.0	120.0	120.0	4.0
508	123	122	-	117	147	127.0	13.43	122.0	121.0	121.0	4.0
509	123	123	-	117	147	128.0	13.3	123.0	121.0	121.0	4.0
510	124	123	-	117	146	128.0	12.71	123.0	121.0	121.0	4.0
511	124	123	-	117	146	128.0	12.71	123.0	121.0	121.0	4.0
512	124	123	-	117	146	128.0	12.71	123.0	121.0	121.0	4.0
513	124	123	-	118	146	128.0	12.45	123.0	122.0	122.0	4.0
514	124	124	-	118	145	128.0	11.84	124.0	122.0	122.0	4.0
515	125	-	-	118	145	129.0	14.01	125.0	122.0	122.0	3.0
516	125	124	-	118	145	128.0	11.75	124.0	122.0	122.0	4.0
517	125	124	-	118	145	128.0	11.75	124.0	122.0	122.0	4.0
518	125	124	-	118	145	128.0	11.75	124.0	122.0	122.0	4.0
519	126	125	-	119	144	128.0	10.79	125.0	123.0	123.0	4.0
520	126	125	-	119	144	128.0	10.79	125.0	123.0	123.0	4.0
521	126	125	-	119	144	128.0	10.79	125.0	123.0	123.0	4.0
522	126	125	-	119	154	131.0	15.64	125.0	123.0	123.0	4.0
523	127	-	-	-	153	140.0	18.38	127.0	127.0	127.0	2.0
524	127	126	187	120	155	143.0	28.08	127.0	124.0	124.0	5.0
525	127	126	186	121	155	143.0	27.49	127.0	125.0	125.0	5.0
526	127	127	186	121	156	143.0	27.45	127.0	125.0	125.0	5.0
527	127	127	186	-	156	149.0	28.2	127.0	127.0	127.0	4.0
528	128	127	186	121	156	144.0	27.3	128.0	125.0	125.0	5.0
529	128	127	186	121	156	144.0	27.3	128.0	125.0	125.0	5.0
530	128	127	186	121	156	144.0	27.3	128.0	125.0	125.0	5.0
531	128	127	185	122	-	140.0	29.78	127.0	126.0	126.0	4.0
532	128	128	185	122	157	144.0	26.67	128.0	126.0	126.0	5.0
533	129	128	185	122	157	144.0	26.53	129.0	126.0	126.0	5.0
534	129	128	185	122	157	144.0	26.53	129.0	126.0	126.0	5.0
535	129	128	184	123	157	144.0	25.94	129.0	127.0	127.0	5.0
536	129	128	184	123	157	144.0	25.94	129.0	127.0	127.0	5.0
537	129	129	184	123	157	144.0	25.78	129.0	127.0	127.0	5.0
538	129	129	184	123	158	145.0	25.91	129.0	127.0	127.0	5.0
539	130	129	184	123	158	145.0	25.76	130.0	127.0	127.0	5.0
540	130	129	184	123	158	145.0	25.76	130.0	127.0	127.0	5.0
541	130	129	183	123	158	145.0	25.38	130.0	127.0	127.0	5.0
542	130	130	183	124	158	145.0	25.02	130.0	128.0	128.0	5.0
543	130	130	183	124	159	145.0	25.15	130.0	128.0	128.0	5.0
544	131	130	183	124	159	145.0	25.01	131.0	128.0	128.0	5.0
545	131	130	182	125	159	145.0	24.42	131.0	129.0	129.0	5.0
546	131	130	182	125	159	145.0	24.42	131.0	129.0	129.0	5.0
547	131	131	182	125	159	146.0	24.27	131.0	129.0	129.0	5.0
548	131	131	182	125	160	146.0	24.41	131.0	129.0	129.0	5.0
549	131	131	182	125	160	146.0	24.41	131.0	129.0	129.0	5.0
550	132	131	182	125	160	146.0	24.26	132.0	129.0	129.0	5.0
551	132	131	182	125	160	146.0	24.26	132.0	129.0	129.0	5.0
552	132	131	181	126	160	146.0	23.67	132.0	130.0	130.0	5.0
553	132	132	181	126	161	146.0	23.67	132.0	130.0	130.0	5.0
554	132	132	181	126	161	146.0	23.67	132.0	130.0	130.0	5.0
555	133	132	180	126	161	146.0	23.16	133.0	130.0	130.0	5.0
556	133	132	180	-	161	152.0	23.27	133.0	132.0	132.0	4.0
557	133	133	180	127	161	147.0	22.79	133.0	131.0	131.0	5.0
558	133	133	180	127	162	147.0	22.95	133.0	131.0	131.0	5.0
559	133	133	180	127	162	147.0	22.95	133.0	131.0	131.0	5.0
560	134	133	180	127	162	147.0	22.8	134.0	131.0	131.0	5.0
561	134	133	179	127	162	147.0	22.44	134.0	131.0	131.0	5.0
562	134	134	179	128	163	148.0	22.23	134.0	132.0	132.0	5.0
563	134	134	179	128	163	148.0	22.23	134.0	132.0	132.0	5.0
564	135	134	178	128	163	148.0	21.73	135.0	132.0	132.0	5.0
565	135	134	178	128	163	148.0	21.73	135.0	132.0	132.0	5.0
566	135	134	178	129	163	148.0	21.51	135.0	133.0	133.0	5.0
567	135	135	177	129	-	144.0	22.18	135.0	133.0	133.0	4.0
568	136	136	177	130	164	149.0	20.66	136.0	134.0	134.0	5.0
569	136	136	177	130	164	149.0	20.66	136.0	134.0	134.0	5.0
570	137	136	176	130	164	149.0	20.17	137.0	134.0	134.0	5.0
571	137	136	176	130	164	149.0	20.17	137.0	134.0	134.0	5.0
572	137	137	176	131	165	149.0	19.98	137.0	135.0	135.0	5.0
573	137	137	175	131	165	149.0	19.65	137.0	135.0	135.0	5.0
574	138	138	175	132	166	150.0	19.32	138.0	136.0	136.0	5.0
575	138	138	174	132	166	150.0	18.99	138.0	136.0	136.0	5.0
576	139	138	174	132	166	150.0	18.85	139.0	136.0	136.0	5.0
577	139	138	174	132	166	150.0	18.85	139.0	136.0	136.0	5.0
578	139	138	174	133	167	150.0	18.83	139.0	137.0	137.0	5.0
579	139	139	173	133	167	150.0	18.36	139.0	137.0	137.0	5.0
580	139	139	173	133	167	150.0	18.36	139.0	137.0	137.0	5.0
581	140	140	173	134	168	151.0	18.06	140.0	138.0	138.0	5.0
582	140	-	170	134	168	153.0	18.65	140.0	137.0	137.0	4.0
583	142	-	-	-	-	142.0	0.0	142.0	142.0	142.0	1.0
584	142	-	170	136	170	154.0	18.06	142.0	139.0	139.0	4.0
585	142	-	170	136	-	149.0	18.15	142.0	139.0	139.0	3.0
586	143	142	170	136	170	152.0	16.47	143.0	140.0	140.0	5.0
587	143	142	169	137	170	152.0	15.96	143.0	141.0	141.0	5.0
588	143	143	169	137	171	153.0	16.09	143.0	141.0	141.0	5.0
589	143	143	169	137	171	153.0	16.09	143.0	141.0	141.0	5.0
590	144	143	169	138	171	153.0	15.7	144.0	142.0	142.0	5.0
591	144	-	168	138	172	156.0	17.0	144.0	141.0	141.0	4.0
592	144	144	168	138	172	153.0	15.59	144.0	142.0	142.0	5.0
593	144	-	-	-	-	144.0	0.0	144.0	144.0	144.0	1.0
594	145	-	-	-	-	145.0	0.0	145.0	145.0	145.0	1.0
595	145	-	-	-	-	145.0	0.0	145.0	145.0	145.0	1.0
596	145	144	168	138	172	153.0	15.45	145.0	142.0	142.0	5.0
597	145	144	168	139	173	154.0	15.51	145.0	143.0	143.0	5.0
598	146	144	167	139	173	154.0	15.16	146.0	143.0	143.0	5.0
599	146	145	167	139	173	154.0	15.0	146.0	143.0	143.0	5.0
600	146	145	167	139	173	154.0	15.0	146.0	143.0	143.0	5.0
601	146	145	166	140	174	154.0	14.87	146.0	144.0	144.0	5.0
602	147	-	166	140	174	157.0	15.9	147.0	144.0	144.0	4.0
603	147	146	166	140	174	155.0	14.59	147.0	144.0	144.0	5.0
604	147	146	166	141	175	155.0	14.68	147.0	145.0	145.0	5.0
605	147	146	165	141	175	155.0	14.5	147.0	145.0	145.0	5.0
606	148	147	165	141	175	155.0	14.22	148.0	145.0	145.0	5.0
607	148	147	165	141	175	155.0	14.22	148.0	145.0	145.0	5.0
608	148	147	165	142	176	156.0	14.33	148.0	146.0	146.0	5.0
609	148	147	164	142	176	155.0	14.17	148.0	146.0	146.0	5.0
610	149	-	164	142	176	158.0	15.24	149.0	146.0	146.0	4.0
611	149	148	164	142	176	156.0	13.9	149.0	146.0	146.0	5.0
612	149	148	164	142	176	156.0	13.9	149.0	146.0	146.0	5.0
613	149	148	164	142	176	156.0	13.9	149.0	146.0	146.0	5.0
614	149	148	163	143	177	156.0	13.89	149.0	147.0	147.0	5.0
615	150	148	-	143	177	154.0	15.29	148.0	147.0	147.0	4.0
616	150	148	163	-	177	160.0	13.43	150.0	149.0	149.0	4.0
617	150	149	163	143	177	156.0	13.63	150.0	147.0	147.0	5.0
618	150	149	162	144	178	157.0	13.67	150.0	148.0	148.0	5.0
619	150	149	162	144	178	157.0	13.67	150.0	148.0	148.0	5.0
620	151	149	162	144	178	157.0	13.55	151.0	148.0	148.0	5.0
621	151	150	162	144	178	157.0	13.42	151.0	148.0	148.0	5.0
622	151	150	162	144	178	157.0	13.42	151.0	148.0	148.0	5.0
623	151	150	161	145	179	157.0	13.5	151.0	149.0	149.0	5.0
624	152	150	161	145	179	157.0	13.39	152.0	152.0	152.0	5.0
625	152	150	161	145	-	152.0	6.68	150.0	149.0	149.0	4.0
626	152	151	161	145	179	158.0	13.26	152.0	152.0	152.0	5.0
627	152	151	160	145	180	158.0	13.61	152.0	152.0	152.0	5.0
628	152	151	160	146	180	158.0	13.39	152.0	152.0	152.0	5.0
629	153	151	160	146	180	158.0	13.29	153.0	152.0	152.0	5.0
630	153	152	159	147	181	158.0	13.33	153.0	153.0	153.0	5.0
631	153	152	159	147	181	158.0	13.33	153.0	153.0	153.0	5.0
632	154	152	159	147	181	159.0	13.24	154.0	153.0	153.0	5.0
633	154	153	158	147	181	159.0	13.13	154.0	153.0	153.0	5.0
634	154	153	158	148	182	159.0	13.34	154.0	153.0	153.0	5.0
635	155	153	158	148	182	159.0	13.26	155.0	154.0	154.0	5.0
636	155	153	158	148	182	159.0	13.26	155.0	154.0	154.0	5.0
637	155	154	157	148	182	159.0	13.18	155.0	154.0	154.0	5.0
638	155	154	157	148	182	159.0	13.18	155.0	154.0	154.0	5.0
639	155	154	157	149	183	160.0	13.41	155.0	154.0	154.0	5.0
640	157	155	-	-	-	156.0	1.41	155.0	156.0	156.0	2.0
641	157	156	155	150	185	161.0	13.9	156.0	154.0	154.0	5.0
642	157	156	155	150	185	161.0	13.9	156.0	154.0	154.0	5.0
643	158	-	-	-	-	158.0	0.0	158.0	158.0	158.0	1.0
644	158	157	154	151	186	161.0	14.13	157.0	155.0	155.0	5.0
645	158	157	154	151	186	161.0	14.13	157.0	155.0	155.0	5.0
646	158	157	154	151	186	161.0	14.13	157.0	155.0	155.0	5.0
647	158	-	154	151	186	162.0	16.09	154.0	154.0	154.0	4.0
648	158	157	153	151	186	161.0	14.27	157.0	155.0	155.0	5.0
649	159	158	153	-	187	164.0	15.39	158.0	157.0	157.0	4.0
650	159	-	153	152	187	163.0	16.46	153.0	155.0	155.0	4.0
651	159	-	-	-	-	159.0	0.0	159.0	159.0	159.0	1.0
652	159	158	290	-	-	202.0	75.92	159.0	158.0	158.0	3.0
653	159	158	153	152	187	162.0	14.41	158.0	156.0	156.0	5.0
654	160	-	152	153	187	163.0	16.39	153.0	155.0	155.0	4.0
655	160	159	152	153	188	162.0	14.74	159.0	156.0	156.0	5.0
656	160	159	151	153	188	162.0	14.92	159.0	156.0	156.0	5.0
657	161	-	151	154	189	164.0	17.35	154.0	155.0	155.0	4.0
658	161	160	151	154	189	163.0	15.12	160.0	156.0	156.0	5.0
659	161	160	151	154	189	163.0	15.12	160.0	156.0	156.0	5.0
660	161	160	150	154	189	163.0	15.32	160.0	158.0	158.0	5.0
661	162	160	150	155	189	163.0	15.16	160.0	159.0	159.0	5.0
662	162	-	150	155	190	164.0	17.86	155.0	156.0	156.0	4.0
663	163	161	149	156	190	164.0	15.61	161.0	160.0	160.0	5.0
664	163	162	149	156	191	164.0	15.99	162.0	160.0	160.0	5.0
665	163	-	-	-	191	177.0	19.8	163.0	163.0	163.0	2.0
666	163	162	148	156	191	164.0	16.23	162.0	160.0	160.0	5.0
667	164	162	148	157	191	164.0	16.1	162.0	161.0	161.0	5.0
668	164	162	148	157	191	164.0	16.1	162.0	161.0	161.0	5.0
669	164	163	148	157	192	165.0	16.48	163.0	161.0	161.0	5.0
670	164	163	147	157	192	165.0	16.74	163.0	161.0	161.0	5.0
671	165	-	147	158	192	166.0	19.16	158.0	162.0	162.0	4.0
672	165	163	146	-	193	167.0	19.47	163.0	164.0	164.0	4.0
673	165	164	146	158	193	165.0	17.28	164.0	162.0	162.0	5.0
674	166	164	146	159	193	166.0	17.18	164.0	163.0	163.0	5.0
675	166	165	146	159	194	166.0	17.56	165.0	163.0	163.0	5.0
676	166	165	146	159	194	166.0	17.56	165.0	163.0	163.0	5.0
677	166	165	145	-	194	168.0	20.14	165.0	166.0	166.0	4.0
678	167	165	145	160	194	166.0	17.77	165.0	164.0	164.0	5.0
679	167	166	144	160	195	166.0	18.45	166.0	164.0	164.0	5.0
680	167	166	144	160	195	166.0	18.45	166.0	164.0	164.0	5.0
681	167	166	144	161	195	167.0	18.37	166.0	165.0	165.0	5.0
682	167	166	144	-	195	168.0	20.9	166.0	166.0	166.0	4.0
683	168	167	143	161	196	167.0	19.07	167.0	165.0	165.0	5.0
684	168	-	143	161	196	167.0	22.02	161.0	164.0	164.0	4.0
685	168	167	143	161	196	167.0	19.07	167.0	165.0	165.0	5.0
686	169	168	143	162	197	168.0	19.38	168.0	166.0	166.0	5.0
687	169	168	142	162	197	168.0	19.71	168.0	166.0	166.0	5.0
688	169	167	142	162	197	167.0	19.71	167.0	166.0	166.0	5.0
689	170	169	142	163	198	168.0	20.03	169.0	167.0	167.0	5.0
690	170	169	142	163	198	168.0	20.03	169.0	167.0	167.0	5.0
691	170	169	141	163	198	168.0	20.36	169.0	167.0	167.0	5.0
692	171	169	141	164	199	169.0	20.69	169.0	168.0	168.0	5.0
693	171	170	141	165	-	162.0	14.08	165.0	169.0	169.0	4.0
694	171	-	-	165	199	178.0	18.15	171.0	168.0	168.0	3.0
695	171	170	140	165	199	169.0	20.99	170.0	169.0	169.0	5.0
696	172	171	140	165	200	170.0	21.38	171.0	169.0	169.0	5.0
697	172	171	139	166	200	170.0	21.69	171.0	170.0	170.0	5.0
698	172	171	139	166	200	170.0	21.69	171.0	170.0	170.0	5.0
699	172	171	139	166	200	170.0	21.69	171.0	170.0	170.0	5.0
700	172	171	139	166	200	170.0	21.69	171.0	170.0	170.0	5.0
701	173	172	139	166	201	170.0	22.08	172.0	170.0	170.0	5.0
702	173	172	138	167	201	170.0	22.4	172.0	171.0	171.0	5.0
703	173	172	138	167	201	170.0	22.4	172.0	171.0	171.0	5.0
704	174	-	-	167	202	181.0	18.52	174.0	170.0	170.0	3.0
705	174	-	138	-	-	156.0	25.46	138.0	138.0	138.0	2.0
706	174	173	137	167	202	171.0	23.16	173.0	171.0	171.0	5.0
707	174	173	137	168	202	171.0	23.12	173.0	172.0	172.0	5.0
708	174	173	137	168	202	171.0	23.12	173.0	172.0	172.0	5.0
709	175	173	137	168	202	171.0	23.16	173.0	172.0	172.0	5.0
710	175	174	136	168	203	171.0	23.89	174.0	172.0	172.0	5.0
711	175	174	136	169	203	171.0	23.86	174.0	173.0	173.0	5.0
712	175	174	136	169	203	171.0	23.86	174.0	173.0	173.0	5.0
713	175	174	136	169	203	171.0	23.86	174.0	173.0	173.0	5.0
714	176	175	136	169	204	172.0	24.26	175.0	173.0	173.0	5.0
715	176	175	135	169	204	172.0	24.63	175.0	173.0	173.0	5.0
716	176	175	135	170	204	172.0	24.61	175.0	174.0	174.0	5.0
717	176	175	135	170	204	172.0	24.61	175.0	174.0	174.0	5.0
718	176	175	135	170	204	172.0	24.61	175.0	174.0	174.0	5.0
719	176	175	135	170	204	172.0	24.61	175.0	174.0	174.0	5.0
720	177	175	134	170	204	172.0	25.03	175.0	174.0	174.0	5.0
721	177	-	134	170	205	172.0	29.22	170.0	174.0	174.0	4.0
722	177	176	134	171	205	173.0	25.36	176.0	175.0	175.0	5.0
723	177	176	134	171	205	173.0	25.36	176.0	175.0	175.0	5.0
724	177	176	134	171	205	173.0	25.36	176.0	175.0	175.0	5.0
725	178	177	133	172	206	173.0	26.13	177.0	176.0	176.0	5.0
726	178	177	133	172	206	173.0	26.13	177.0	176.0	176.0	5.0
727	178	177	132	172	207	173.0	26.83	177.0	176.0	176.0	5.0
728	178	178	132	173	207	174.0	26.86	178.0	176.0	176.0	5.0
729	179	178	132	173	207	174.0	26.9	178.0	177.0	177.0	5.0
730	179	178	132	173	207	174.0	26.9	178.0	177.0	177.0	5.0
731	179	178	131	173	208	174.0	27.6	178.0	177.0	177.0	5.0
732	179	179	131	174	208	174.0	27.64	179.0	177.0	177.0	5.0
733	180	179	131	174	208	174.0	27.68	179.0	178.0	178.0	5.0
734	180	179	131	174	208	174.0	27.68	179.0	178.0	178.0	5.0
735	180	179	130	174	209	174.0	28.38	179.0	178.0	178.0	5.0
736	180	180	130	174	209	175.0	28.42	180.0	178.0	178.0	5.0
737	181	180	130	175	209	175.0	28.47	180.0	179.0	179.0	5.0
738	181	180	129	175	209	175.0	28.87	180.0	179.0	179.0	5.0
739	181	181	129	175	210	175.0	29.21	181.0	179.0	179.0	5.0
740	182	181	129	176	210	176.0	29.26	181.0	180.0	180.0	5.0
741	182	-	-	-	210	196.0	19.8	182.0	182.0	182.0	2.0
742	182	181	129	176	210	176.0	29.26	181.0	180.0	180.0	5.0
743	182	181	128	176	210	175.0	29.66	181.0	180.0	180.0	5.0
744	182	182	128	177	211	176.0	30.01	182.0	180.0	180.0	5.0
745	183	182	127	177	211	176.0	30.46	182.0	181.0	181.0	5.0
746	183	-	-	-	-	183.0	0.0	183.0	183.0	183.0	1.0
747	183	183	127	190	223	181.0	34.53	183.0	185.0	185.0	5.0
748	184	183	126	178	212	177.0	31.27	183.0	182.0	182.0	5.0
749	184	183	126	178	212	177.0	31.27	183.0	182.0	182.0	5.0
750	184	184	125	178	213	177.0	32.01	184.0	182.0	182.0	5.0
751	184	184	125	179	213	177.0	32.02	184.0	182.0	182.0	5.0
752	185	184	125	179	213	177.0	32.08	184.0	183.0	183.0	5.0
753	185	184	125	179	213	177.0	32.08	184.0	183.0	183.0	5.0
754	185	184	125	179	213	177.0	32.08	184.0	183.0	183.0	5.0
755	185	185	124	179	214	177.0	32.82	185.0	183.0	183.0	5.0
756	185	185	124	180	214	178.0	32.84	185.0	183.0	183.0	5.0
757	185	185	124	180	214	178.0	32.84	185.0	183.0	183.0	5.0
758	186	185	124	180	214	178.0	32.9	185.0	184.0	184.0	5.0
759	186	185	124	180	214	178.0	32.9	185.0	184.0	184.0	5.0
760	186	185	124	180	214	178.0	32.9	185.0	184.0	184.0	5.0
761	186	186	123	180	215	178.0	33.64	186.0	184.0	184.0	5.0
762	186	186	123	181	215	178.0	33.66	186.0	184.0	184.0	5.0
763	187	186	-	181	215	192.0	15.39	186.0	185.0	185.0	4.0
764	187	186	123	181	215	178.0	33.72	186.0	185.0	185.0	5.0
765	187	186	122	181	216	178.0	34.4	186.0	185.0	185.0	5.0
766	187	187	122	182	216	179.0	34.48	187.0	185.0	185.0	5.0
767	187	187	122	182	216	179.0	34.48	187.0	185.0	185.0	5.0
768	188	187	122	182	216	179.0	34.54	187.0	186.0	186.0	5.0
769	188	187	122	182	216	179.0	34.54	187.0	186.0	186.0	5.0
770	188	187	122	182	216	179.0	34.54	187.0	186.0	186.0	5.0
771	188	187	121	182	216	179.0	34.95	187.0	186.0	186.0	5.0
